,formatted_readme,summary,prompt_text,generated_summary
431,// not needed,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// not needed

### Response:",IMPLEMENTATION.
432,//TODO: algorithm is n in number of nodes,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: algorithm is n in number of nodes

### Response:",DESIGN.
433,// TODO: Numeric.new works in Ruby and it does here too. However trying to use // that instance in a numeric operation should generate an ArgumentError. Doing // this seems so pathological I do not see the need to fix this now.,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Numeric.new works in Ruby and it does here too. However trying to use // that instance in a numeric operation should generate an ArgumentError. Doing // this seems so pathological I do not see the need to fix this now.

### Response:",DEFECT.
434,"//TODO: should this be Session.instantiate(Persister, ...)?",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: should this be Session.instantiate(Persister, ...)?

### Response:",DESIGN. I don't think we need to clone the id generator if we are not going to clone the cache.
435,// TODO: don't require pop,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: don't require pop

### Response:",DEFECT.
436,"/** * TODO: The code implementing this method is from 2003 (see issue 2171) - * mechanically integrated by tfmorris in May 2007. Needs to be * reviewed/updated. * * Decki,Endi,Yayan, Politechnic of Bandung. Computer Departement * method for changing text of Message * newOwner model element which should now be listened to */",DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * TODO: The code implementing this method is from 2003 (see issue 2171) - * mechanically integrated by tfmorris in May 2007. Needs to be * reviewed/updated. * * Decki,Endi,Yayan, Politechnic of Bandung. Computer Departement * method for changing text of Message * newOwner model element which should now be listened to */

### Response:",DESIGN.
437,// not needed,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// not needed

### Response:",IMPLEMENTATION.
438,//TODO: Return content type according to the mime part in the mail,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: Return content type according to the mime part in the mail

### Response:",DESIGN.
439,"/** * Create and register diagrams for activity and statemachines in the * model(s) of the project. If no other diagrams are created, a default * Class Diagram will be created. ArgoUML currently requires at least one * diagram for proper operation. * * TODO: Move to XmiFilePersister (protected) * * project * The project */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * Create and register diagrams for activity and statemachines in the * model(s) of the project. If no other diagrams are created, a default * Class Diagram will be created. ArgoUML currently requires at least one * diagram for proper operation. * * TODO: Move to XmiFilePersister (protected) * * project * The project */

### Response:",DESIGN.
440,/* * Not clear what can cause this ? conflicting versions perhaps */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* * Not clear what can cause this ? conflicting versions perhaps */

### Response:",DESIGN.
441,// TODO only clear the relevant entry - if possible...,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO only clear the relevant entry - if possible...

### Response:",DESIGN.
442,"// TODO: No one should be sending the deprecated event // from outside ArgoUML, but keep responding to it for now // just in case",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: No one should be sending the deprecated event // from outside ArgoUML, but keep responding to it for now // just in case

### Response:",DESIGN.
443,// TODO: Not implemented by eUML,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Not implemented by eUML

### Response:",IMPLEMENTATION.
444,"// If no Fig was created by the code above then we must go // look for the old style constructor that should have fallen // into disuse by now. // Fig(Object, Rectangle, DiagramSettings) // All of these constructors should have been deprecated // at least and replaced with the new signature. This is // here for paranoia only until all Figs have been reviewed.",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// If no Fig was created by the code above then we must go // look for the old style constructor that should have fallen // into disuse by now. // Fig(Object, Rectangle, DiagramSettings) // All of these constructors should have been deprecated // at least and replaced with the new signature. This is // here for paranoia only until all Figs have been reviewed.

### Response:",DESIGN.
445,// TODO: All super constrcutors should take a GraphModel,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: All super constrcutors should take a GraphModel

### Response:",DESIGN.
446,// TODO: ruby locks the string here,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: ruby locks the string here

### Response:",DEFECT.
447,/** * Create an empty but initialized instance of a UML ElementResidence. * * an initialized UML ElementResidence instance. * TODO: This needs an extra parameter to specify the model/extent where * the new element should be created. */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * Create an empty but initialized instance of a UML ElementResidence. * * an initialized UML ElementResidence instance. * TODO: This needs an extra parameter to specify the model/extent where * the new element should be created. */

### Response:",DESIGN. Defensive program to make sure model is not null.
448,"// FIXME: This worries me a bit, since it could allocate a lot with a large newLength",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// FIXME: This worries me a bit, since it could allocate a lot with a large newLength

### Response:",DESIGN.
449,// TODO: This is well-formedness rule from UML1.4.2 // 4.5.3.20 [2] No GeneralizableElement can have a parent // Generalization to an element that is a leaf. // self.parent->forAll(s | not s.isLeaf),DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This is well-formedness rule from UML1.4.2 // 4.5.3.20 [2] No GeneralizableElement can have a parent // Generalization to an element that is a leaf. // self.parent->forAll(s | not s.isLeaf)

### Response:",DESIGN.
450,"// TODO should this be deprecated ? (to be efficient, internals should deal with RubyHash directly)",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO should this be deprecated ? (to be efficient, internals should deal with RubyHash directly)

### Response:",DESIGN.
451,// TODO: What progressMgr is to be used here? Where does // it come from?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: What progressMgr is to be used here? Where does // it come from?

### Response:",DESIGN.
452,// TODO : this is broke for subqueries in statements other than selects...,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO : this is broke for subqueries in statements other than selects...

### Response:",DEFECT.
453,/** * The UML 1.4 model elements to test. * * TODO: This needs to be updated with a version for UML 2.x. */,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * The UML 1.4 model elements to test. * * TODO: This needs to be updated with a version for UML 2.x. */

### Response:",TEST.
454,// not used,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// not used

### Response:",DESIGN.
455,// TODO: factor this chunk as in MRI/YARV GETASTER,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: factor this chunk as in MRI/YARV GETASTER

### Response:",DESIGN.
456,"// FIXME: if we terminate immediately, this appears to break while in method arguments // we need to push a nil for the cases where we will never enter the body",DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// FIXME: if we terminate immediately, this appears to break while in method arguments // we need to push a nil for the cases where we will never enter the body

### Response:",DEFECT.
457,// this call is side-effecty,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// this call is side-effecty

### Response:",DESIGN.
458,"// a check, just in case:",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// a check, just in case:

### Response:",DESIGN.
459,// TODO is this ever used?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO is this ever used?

### Response:",DESIGN.
460,//TODO: reenable if we also fix the above todo,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: reenable if we also fix the above todo

### Response:",DEFECT.
461,// TODO: This can be a mess... There are any better solution? ,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This can be a mess... There are any better solution?

### Response:",DESIGN.
462,// TODO : not so sure this is needed...,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO : not so sure this is needed...

### Response:",DESIGN.
463,// TODO: just noticed that MySQL 5.0 supports a multi-bit BIT // column by using the getObject/setObject methods with a byte[]. // So it would be valuable at some point to make this code a bit // more dbms-specific,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: just noticed that MySQL 5.0 supports a multi-bit BIT // column by using the getObject/setObject methods with a byte[]. // So it would be valuable at some point to make this code a bit // more dbms-specific

### Response:",DESIGN.
464,// should the samples be aggregated on thread name or thread group (default) ?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// should the samples be aggregated on thread name or thread group (default) ?

### Response:",DESIGN.
465,"// TODO: should ""record"" how many properties we have reffered to - and if we // don't get'em'all we throw an exception! Way better than trial and error ;)",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: should ""record"" how many properties we have reffered to - and if we // don't get'em'all we throw an exception! Way better than trial and error ;)

### Response:",DESIGN.
466,"/** * Check if a string is a valid JMeter 'expression'. * <p> * The current implementation is very basic: it just accepts any string * containing ""${"" as a valid expression. TODO: improve, but keep returning * true for ""${}"". */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * Check if a string is a valid JMeter 'expression'. * <p> * The current implementation is very basic: it just accepts any string * containing ""${"" as a valid expression. TODO: improve, but keep returning * true for ""${}"". */

### Response:",IMPLEMENTATION.
467,"// TODO: bindpropertyresults(alias, returnElem)",IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: bindpropertyresults(alias, returnElem)

### Response:",IMPLEMENTATION.
468,"// Put a placeholder in entries, so we don't recurse back and try to save() the // same object again. QUESTION: should this be done before onSave() is called? // likewise, should it be done before onUpdate()?",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Put a placeholder in entries, so we don't recurse back and try to save() the // same object again. QUESTION: should this be done before onSave() is called? // likewise, should it be done before onUpdate()?

### Response:",DESIGN.
469,// TODO: Won't our use of PathComparator take care of uniqueness?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Won't our use of PathComparator take care of uniqueness?

### Response:",DESIGN.
470,/** * The constructor. * TODO: Why does this method not handle all settings * (KEY_DEFAULT_SHADOW_WIDTH is missing)? */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * The constructor. * TODO: Why does this method not handle all settings * (KEY_DEFAULT_SHADOW_WIDTH is missing)? */

### Response:",IMPLEMENTATION.
471,// TODO: This should only be building list up to 'index',DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This should only be building list up to 'index'

### Response:",DESIGN.
472,"// Note: Registry based authority is being removed from a // new spec for URI which would obsolete RFC 2396. If the // spec is added to XML errata, processing of reg_name // needs to be removed. - mrglavas.",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Note: Registry based authority is being removed from a // new spec for URI which would obsolete RFC 2396. If the // spec is added to XML errata, processing of reg_name // needs to be removed. - mrglavas.

### Response:",DESIGN.
473,// TODO: this doesn't belong in the implementation specific piece - tfm,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: this doesn't belong in the implementation specific piece - tfm

### Response:",DESIGN.
474,"/* * fallback in case we have trouble loading the class or * don't know how to handle it (there is no easy way to * know what IDL mode would generate. * * This is supposed to make Ant always recompile the * class, as a file of that name should not exist. */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* * fallback in case we have trouble loading the class or * don't know how to handle it (there is no easy way to * know what IDL mode would generate. * * This is supposed to make Ant always recompile the * class, as a file of that name should not exist. */

### Response:",DESIGN.
475,// A cloned method now belongs to a new class. Set it. // TODO: Make DynamicMethod immutable,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// A cloned method now belongs to a new class. Set it. // TODO: Make DynamicMethod immutable

### Response:",DESIGN.
476,// TODO: Use reflection against the test case to ensure that it // does not import non-ArgoUML classes,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Use reflection against the test case to ensure that it // does not import non-ArgoUML classes

### Response:",DESIGN.
477,"// TODO do tests for collections of collections (8.5.13), // even though it is not yet supported // question: should this happen with all collections or only // the constructed ones?",TEST,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO do tests for collections of collections (8.5.13), // even though it is not yet supported // question: should this happen with all collections or only // the constructed ones?

### Response:",TEST.
478,// Some LAFs don't work under Java 6 or later.,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Some LAFs don't work under Java 6 or later.

### Response:",DEFECT.
479,//use of trim() here is ugly?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//use of trim() here is ugly?

### Response:",DESIGN.
480,// end of workaround,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// end of workaround

### Response:",DESIGN.
481,// XXX is the following really necessary? it is in the same thread group...,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// XXX is the following really necessary? it is in the same thread group...

### Response:",DESIGN.
482,// TODO: Do we have anything to add here?,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Do we have anything to add here?

### Response:",DOCUMENTATION.
483,"// TODO: for now, we use a faithful // reimplementation of MRI's algorithm, // but should use UTF8Encoding facilities // from Joni, once it starts prefroming // UTF-8 content validation. ",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: for now, we use a faithful // reimplementation of MRI's algorithm, // but should use UTF8Encoding facilities // from Joni, once it starts prefroming // UTF-8 content validation.

### Response:",DESIGN.
484,"// TODO: We can choose between something which matches UML 1.4 in name // or something that matches in functionality. We've chosen // functionality for now, but this will create a name conflict during // the migration process. - tfm",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: We can choose between something which matches UML 1.4 in name // or something that matches in functionality. We've chosen // functionality for now, but this will create a name conflict during // the migration process. - tfm

### Response:",DEFECT.
485,// TODO: this should call the single namespace form // getStereotype(it2.next(); stereo);,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: this should call the single namespace form // getStereotype(it2.next(); stereo);

### Response:",DESIGN.
486,/* * Ensure that the sample variables are correctly initialised for each run. * TODO is this the best way to do this? should it be done elsewhere ? */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* * Ensure that the sample variables are correctly initialised for each run. * TODO is this the best way to do this? should it be done elsewhere ? */

### Response:",DESIGN.
487,// TODO do we need to add a charset for the file contents? // $NON-NLS-1$,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO do we need to add a charset for the file contents? // $NON-NLS-1$

### Response:",DESIGN.
488,/* Note: this method incorrectly caches the method structure. It needs to be cleared when the classloader changes. */,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* Note: this method incorrectly caches the method structure. It needs to be cleared when the classloader changes. */

### Response:",DEFECT.
489,// todo : remove,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// todo : remove

### Response:",DESIGN.
490,"/* * Find all beans out there and check their resource property files: - Check * that non-default property files don't have any extra keys. - Check all * necessary properties are defined at least in the default property file, * except for beans whose name contains ""Experimental"" or ""Alpha"". * * TODO: - Check property files don't have duplicate keys (is this important) * */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* * Find all beans out there and check their resource property files: - Check * that non-default property files don't have any extra keys. - Check all * necessary properties are defined at least in the default property file, * except for beans whose name contains ""Experimental"" or ""Alpha"". * * TODO: - Check property files don't have duplicate keys (is this important) * */

### Response:",IMPLEMENTATION.
491,// TODO: This is a temporary crutch to use until all Figs are updated // to use the constructor that accepts a DiagramSettings object,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This is a temporary crutch to use until all Figs are updated // to use the constructor that accepts a DiagramSettings object

### Response:",DESIGN.
492,// the generated classes must not be added in the generic JAR! // is that buggy on old JOnAS (2.4) ??,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// the generated classes must not be added in the generic JAR! // is that buggy on old JOnAS (2.4) ??

### Response:",DEFECT.
493,// TODO: Count/report unresolved references,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Count/report unresolved references

### Response:",IMPLEMENTATION.
494,// Windows bug workaround in case a YES/NO confirm // was shown,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Windows bug workaround in case a YES/NO confirm // was shown

### Response:",DESIGN.
495,// TODO: This should be handled with an Iterator!!!,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This should be handled with an Iterator!!!

### Response:",DESIGN. Implement a better iterator.
496,"// This is a kludge to deal with enumerators, which crash the doSwitch. //",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// This is a kludge to deal with enumerators, which crash the doSwitch. //

### Response:",DESIGN.
497,"/** * A specialist Selection class for FigPartitions. * This ensures that all swimlanes are the same length (ie height). * TODO: Make sure that all swimlanes appear side by side (UML spec * states ""separated from neighboring swimlanes by vertical solid * lines on both sides"". * TODO: Allow drag of the west and east edge to resize both the selected * Fig and the fig connected to that side. * TODO: Show NorthWest and SouthWest handle only on leftmost swimlane. * TODO: Show NorthEast and SouthEast handle only on rightmost swimlane. * Bob */",IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * A specialist Selection class for FigPartitions. * This ensures that all swimlanes are the same length (ie height). * TODO: Make sure that all swimlanes appear side by side (UML spec * states ""separated from neighboring swimlanes by vertical solid * lines on both sides"". * TODO: Allow drag of the west and east edge to resize both the selected * Fig and the fig connected to that side. * TODO: Show NorthWest and SouthWest handle only on leftmost swimlane. * TODO: Show NorthEast and SouthEast handle only on rightmost swimlane. * Bob */

### Response:",IMPLEMENTATION.
498,// TODO: This can't depend on ProjectBrowser. It needs to get // the current drawing area from the Diagram subsystem or GEF,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This can't depend on ProjectBrowser. It needs to get // the current drawing area from the Diagram subsystem or GEF

### Response:",DESIGN.
499,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));

### Response:",DESIGN.
500,"//TODO: this is too conservative; if all preceding joins were // also inner joins, we could use an inner join here",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: this is too conservative; if all preceding joins were // also inner joins, we could use an inner join here

### Response:",DESIGN.
501,// TODO is this correct?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO is this correct?

### Response:",DESIGN.
502,// TODO: i18n,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: i18n

### Response:",IMPLEMENTATION.
503,// is it necessary to register %exact since it can only appear in a where clause?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// is it necessary to register %exact since it can only appear in a where clause?

### Response:",DESIGN.
504,// TODO: process warnings? Set Code and Message to success?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: process warnings? Set Code and Message to success?

### Response:",IMPLEMENTATION.
505,// TODO display warning dialog as this can take some time,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO display warning dialog as this can take some time

### Response:",IMPLEMENTATION.
506,"// TBD should this be varbinary($1)? // registerColumnType(Types.VARBINARY, ""binary($1)"");",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TBD should this be varbinary($1)? // registerColumnType(Types.VARBINARY, ""binary($1)"");

### Response:",DESIGN.
507,"/** * <p>Determines if the FigEdge is currently connected to the correct * FigNodes, if not the edges is the correct FigNodes set and the edge * rerouted. * <p>Typically this is used when a user has amended from the property * panel a relationship from one model element to another and the graph * needs to react to that change. * <p>e.g. if the participant of an association end is changed. * <p>Calls a helper method (layoutThisToSelf) to avoid this edge * disappearing if the new source and dest are the same node. * * TODO: This method is called far too frequently. It should only be called * when a specific event is received. It seems to be currently called whenever * any event is received from the owner. * * boolean whether or not the update was sucessful */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * <p>Determines if the FigEdge is currently connected to the correct * FigNodes, if not the edges is the correct FigNodes set and the edge * rerouted. * <p>Typically this is used when a user has amended from the property * panel a relationship from one model element to another and the graph * needs to react to that change. * <p>e.g. if the participant of an association end is changed. * <p>Calls a helper method (layoutThisToSelf) to avoid this edge * disappearing if the new source and dest are the same node. * * TODO: This method is called far too frequently. It should only be called * when a specific event is received. It seems to be currently called whenever * any event is received from the owner. * * boolean whether or not the update was sucessful */

### Response:",DESIGN.
508,/* Note: this method and resolveExpectedJavaField should be rewritten to invert this logic so that no exceptions need to be caught unecessarily. This is just a temporary impl. the field or null if not found */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/* Note: this method and resolveExpectedJavaField should be rewritten to invert this logic so that no exceptions need to be caught unecessarily. This is just a temporary impl. the field or null if not found */

### Response:",DESIGN.
509,"// TODO do tests for type conformance (8.4.4), // even though it is not yet supported",TEST,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO do tests for type conformance (8.4.4), // even though it is not yet supported

### Response:",TEST.
510,// TODO: don't require pop,DEFECT,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: don't require pop

### Response:",DEFECT.
511,/** * Create an empty but initialized instance of a UML Class. * * an initialized UML Class instance. * TODO: This needs an extra parameter to specify the model/extent where * the new element should be created. */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * Create an empty but initialized instance of a UML Class. * * an initialized UML Class instance. * TODO: This needs an extra parameter to specify the model/extent where * the new element should be created. */

### Response:",DESIGN. It doesn't make sense to create a new element without knowing where to * put it.
512,// TODO: decompose getJavaPackageModule so we don't parse fullName,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: decompose getJavaPackageModule so we don't parse fullName

### Response:",DESIGN.
